pelicula,titulo_original,ano,director,generos,sinopsis,cartel,trailer,nota_filmaffinity_10,nota_imdb_10,tomatometer_100,popcornmeter_100,cine,fecha_hora,version,audio,subtitulos,formato,precio_eur,tipo_precio,tarifa_referencia,fuente,compra,consultado
Queen: Hungarian Rhapsody - Live in Budapest,Varázslat: A Queen Budapesten,1986,János Zsombolyai,"Documentary, Musical","El 27 de julio de 1986, Queen dio el concierto en estadio más grande de la historia en el Népstadion de Budapest, frente a 80,000 fans eufóricos. El concierto fue parte de la famosa gira Magic Tour, que fue la última vez que la banda salió de gira con el cantante principal, Freddie Mercury. Ahora, esta película original del concierto ha sido reescaneada y remasterizada de manera espectacular en 4K, junto con una nueva y dinámica mezcla de audio, que incluye muchas de las canciones favoritas de Queen: Bohemian Rhapsody, Crazy Little Thing Called Love, I Want To Break Free y We Are The Champions. A tres años de la caída del Muro de Berlín, este fue el primer concierto de rock occidental que se hizo en un estadio detrás de lo que entonces se conocía como la Cortina de Hierro. Fue tan importante para las autoridades húngaras y la industria cinematográfica que se reunió a un grupo de los mejores camarógrafos y técnicos del país para grabarlo y conservarlo como un recuerdo para el futuro. Proyección en Dolby Atmos, 4K y VOSE",https://www.bizcochito.es/img/tt0093427-es-pos.webp,,,8.6,,,Cinemes Verdi + Verdi Park,2026-10-10T22:30:00+02:00,VO,en,es,,10.0,published,"Lunes 5,90€; martes–viernes 8,50€; sábados, domingos y festivos 10€",https://barcelona.cines-verdi.com/queen-budapest,https://verdibcn.admit-one.eu/seats/219762/,2026-09-14T21:23:44.125000+02:00
Queen Budapest,,2012,János Zsombolyai,,,https://pics.filmaffinity.com/hungarian_rhapsody_queen_live_in_budapest_86-625888307-large.jpg,,7.9,,,,Cinesa Diagonal Mar,2026-10-10T22:35:00+02:00,VO,,es,,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=218,https://web.cinesa.es/compra/butacas/?showtimeId=032-57232,2026-09-21T09:17:45.870590+02:00
DRIVE,Drive,2011,Nicolas Winding Refn,"Thriller, Acción, Drama, Cine negro","Un joven se gana la vida trabajando en un taller por el día y prestando sus habilidades como conductor de noche, al servicio de ladrones y criminales que le contratan para garantizar una huida rápida. Su vida cambiará cuando conozca a Irene, su vecina, una joven que que tiene un niño pequeño y cuyo marido está en la cárcel. Proyección en 4K y VOSE",https://phenomena-experience.com/obj/LCinesD_dat/eventos/JPg000bf.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=832415,7.2,7.8,93.0,79.0,Phenomena Experience,2026-10-10T23:00:00+02:00,VO,,es,4K,11.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
RETORNO AL PASADO,Out of the Past,1947,Jacques Tourneur,"Cine negro, Intriga","POR PRIMERA VEZ EN 4K. Jeff es un detective que ha dejado su profesión y se ha instalado en un pequeño pueblo, donde lleva una vida tranquila junto a su prometida, a quien ha ocultado su pasado. Un viejo socio le visitará para avisarle de que debe aceptar un nuevo trabajo de su jefe, lo que obligará a Jeff a retomar una vida que prometió dejar atrás. Proyección en 4K y VOSE",https://phenomena-experience.com/obj/LCinesD_dat/eventos/JPg000ff.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=309712,8.1,7.9,87.0,92.0,Phenomena Experience,2026-10-11T15:10:00+02:00,VO,,es,4K,10.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
Hoppers,Hoppers,2026,Daniel Chong,"Animación, Comedia, Ciencia ficción","En Hoppers, los científicos han descubierto la tecnología para instalar la conciencia humana a animales robóticos hiperrealistas, lo que permite a las personas comunicarse con los animales como si fueran uno de ellos. Gracias a esta nueva tecnología, Mabel (Curda) descubrirá misterios dentro del mundo animal que van mucho más allá de lo que jamás imaginó.",https://pics.filmaffinity.com/hoppers-343289386-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=150426,6.7,7.2,94.0,93.0,Cine Yelmo Westfield La Maquinista,2026-10-11T16:00:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F45537%2Fhoppers%3Fmode%3Dwidget%26change%3D0,2026-09-21T09:17:45.870590+02:00
HOMENAJE A TIM CURRY: THE ROCKY HORROR PICTURE SHOW,The Rocky Horror Picture Show,1975,Jim Sharman,Musical,"Debido al éxito de la primera sesión, ampliamos nuestro homenaje al recientemente fallecido Tim Curry (1946-2026) con otro pase de The Rocky Horror Picture Show. Cuando una pareja regresa de la boda de unos amigos, estalla una violenta tormenta y el coche se les avería. Así las cosas, no tienen más remedio que refugiarse en un castillo, donde el doctor Frank-N-Furter vive entregado a la fabricación de una especie de Frankenstein. Proyección en VOSE",https://phenomena-experience.com/obj/LCinesD_dat/eventos/JPg000cq.jpg,,,7.4,82.0,85.0,Phenomena Experience,2026-10-11T23:25:00+02:00,VO,,es,,12.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Phenomena Experience,2026-10-12T15:00:00+02:00,VO,,es,70 mm,18.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
Always Lalisa,Always Lalisa,2026,Sue Kim,Documental,"Documental que sigue a la superestrella mundial LISA durante un año transformador lejos de BLACKPINK, el fenómeno del K-pop que la convirtió en una de las artistas más reconocidas del mundo. El documental recoge un año de riesgos, reinvención y autodescubrimiento, mientras LISA comienza a definir su próxima etapa.",https://pics.filmaffinity.com/always_lalisa-195670178-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=181951,,7.5,,,Mooby Arenas de Barcelona,2026-10-12T17:30:00+02:00,,,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191656&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Always Lalisa,Always Lalisa,2026,Sue Kim,Documental,"Documental que sigue a la superestrella mundial LISA durante un año transformador lejos de BLACKPINK, el fenómeno del K-pop que la convirtió en una de las artistas más reconocidas del mundo. El documental recoge un año de riesgos, reinvención y autodescubrimiento, mientras LISA comienza a definir su próxima etapa.",https://pics.filmaffinity.com/always_lalisa-195670178-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=181951,,7.5,,,Mooby Glòries,2026-10-12T17:45:00+02:00,,,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120530&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Always Lalisa,Always Lalisa,2026,Sue Kim,Documental,"Documental que sigue a la superestrella mundial LISA durante un año transformador lejos de BLACKPINK, el fenómeno del K-pop que la convirtió en una de las artistas más reconocidas del mundo. El documental recoge un año de riesgos, reinvención y autodescubrimiento, mientras LISA comienza a definir su próxima etapa.",https://pics.filmaffinity.com/always_lalisa-195670178-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=181951,,7.5,,,Cine Yelmo Westfield La Maquinista,2026-10-12T20:00:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F45508%2Falways-lalisa%3Fmode%3Dwidget%26change%3D0%26language%3DVOSE,2026-09-21T09:17:45.870590+02:00
Always Lalisa,Always Lalisa,2026,Sue Kim,Documental,"Documental que sigue a la superestrella mundial LISA durante un año transformador lejos de BLACKPINK, el fenómeno del K-pop que la convirtió en una de las artistas más reconocidas del mundo. El documental recoge un año de riesgos, reinvención y autodescubrimiento, mientras LISA comienza a definir su próxima etapa.",https://pics.filmaffinity.com/always_lalisa-195670178-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=181951,,7.5,,,Cinesa SOM Multiespai,2026-10-12T20:35:00+02:00,VO,,es,,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=219,https://web.cinesa.es/compra/butacas/?showtimeId=017-59303,2026-09-21T09:17:45.870590+02:00
La ciudad de las estrellas (La La Land),La La Land,2016,Damien Chazelle,"Musical, Romance, Comedia, Drama","Mia (Emma Stone), una joven aspirante a actriz que trabaja como camarera mientras acude a castings, y Sebastian (Ryan Gosling), un pianista de jazz que se gana la vida tocando en sórdidos tugurios, se enamoran, pero su gran ambición por llegar a la cima en sus carreras artísticas amenaza con separarlos. (FILMAFFINITY)",https://pics.filmaffinity.com/la_la_land-262021831-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=689956,7.5,8.0,91.0,82.0,Phenomena Experience,2026-10-12T21:20:00+02:00,VO,,es,,12.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
CORAZÓN SALVAJE,Wild at Heart,1990,David Lynch,"Drama, Thriller","Tras salir de la cárcel, Sailor va a ver a su novia Lula Fortune, cuya madre se opone a su relación. Cuando ambos emprenden camino hacia California, la señora Fortune contrata a un asesino a sueldo para que mate a Sailor. Durante su huida, la pareja conocerá a extraños personajes y será testigo de un accidente que hará peligrar su felicidad. Proyección en 35 mm y VOSE",https://phenomena-experience.com/obj/LCinesD_dat/eventos/JPg000g3.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=520415,6.9,7.2,66.0,81.0,Phenomena Experience,2026-10-13T18:10:00+02:00,VO,,es,35 mm,11.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
Aniversario Las Pibas Producen: Ruido,Ruido,2025,Ingride Santos,Drama,"Una sessió que celebra el vuitè aniversari del col·lectiu de músiques i activistes Las Pibas Producen, amb la projecció de la història d’una jove rapera afrodescendent que desafia la seva família i els seus propis límits per fer-se un lloc en el món del freestyle.",https://pics.filmaffinity.com/ruido-620544140-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=111461,5.5,,,,Zumzeig Cinecooperativa,2026-10-13T19:00:00+02:00,VO,,es,,7.5,published,"General 7,50€; miércoles no festivos 5,50€; reducida 6€; socias 4,50€",https://zumzeigcine.coop/cinema/films/ruido/,https://www.codetickets.com/portal/zumzeigcooperativa/online/37243/101178,2026-09-21T09:17:45.870590+02:00
BONNIE Y CLYDE,Bonnie and Clyde,1967,Arthur Penn,"Acción, Drama, Thriller",Bonnie Parker y Clyde Barrow son una pareja de delincuentes que recorre los Estados Unidos asaltando bancos. Su forma de actuar contra las autoridades y de favorecer a los más castigados por la Gran Depresión les convirtieron en verdaderas estrellas de la época a pesar de ser unos criminales. Proyección en VOSE,https://phenomena-experience.com/obj/LCinesD_dat/eventos/JPg000ee.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=893610,7.3,7.7,91.0,88.0,Phenomena Experience,2026-10-14T15:30:00+02:00,VO,,es,,10.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,,2026-09-21T09:17:45.870590+02:00
Always Lalisa,Always Lalisa,2026,Sue Kim,Documental,"Documental que sigue a la superestrella mundial LISA durante un año transformador lejos de BLACKPINK, el fenómeno del K-pop que la convirtió en una de las artistas más reconocidas del mundo. El documental recoge un año de riesgos, reinvención y autodescubrimiento, mientras LISA comienza a definir su próxima etapa.",https://pics.filmaffinity.com/always_lalisa-195670178-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=181951,,7.5,,,Mooby Arenas de Barcelona,2026-10-14T17:30:00+02:00,,,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191654&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Always Lalisa,Always Lalisa,2026,Sue Kim,Documental,"Documental que sigue a la superestrella mundial LISA durante un año transformador lejos de BLACKPINK, el fenómeno del K-pop que la convirtió en una de las artistas más reconocidas del mundo. El documental recoge un año de riesgos, reinvención y autodescubrimiento, mientras LISA comienza a definir su próxima etapa.",https://pics.filmaffinity.com/always_lalisa-195670178-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=181951,,7.5,,,Mooby Glòries,2026-10-14T17:45:00+02:00,,,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120531&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
LA FURGO,La furgo,2025,Eloy Calvo,"Drama, Comedia","L’ Ós (Pol López), un home divorciat de 45 anys, viu amb la seva filla de 6 anys en una furgoneta a Barcelona mentre intenta reconstruir la seva vida. Acompanyat per un grup de personatges peculiars, tracta de recuperar estabilitat, però les noces del seu ex el porten al límit. La Furgo és un emotiu drama humà sobre la precarietat, la identitat i la cerca de segones oportunitats.",https://espaitexas.cat/wp-content/uploads/2025/06/lafurgo-poster-esp-45-72ppp-srgb-768x960.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=719973,5.5,5.9,,,Espai Texas — Cinemes Texas,2026-10-14T19:00:00+02:00,VO,ca,,,,unknown,Lunes–viernes 6€; jueves del espectador 4€; fin de semana 8€,https://espaitexas.cat/pelicula/la-furgo/,https://espaitexas.koobin.cat/ca/la-furgo-vo-20261014-1900,2026-09-21T09:17:45.870590+02:00
Always Lalisa,Always Lalisa,2026,Sue Kim,Documental,"Documental que sigue a la superestrella mundial LISA durante un año transformador lejos de BLACKPINK, el fenómeno del K-pop que la convirtió en una de las artistas más reconocidas del mundo. El documental recoge un año de riesgos, reinvención y autodescubrimiento, mientras LISA comienza a definir su próxima etapa.",https://pics.filmaffinity.com/always_lalisa-195670178-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=181951,,7.5,,,Cine Yelmo Westfield La Maquinista,2026-10-14T20:00:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F45509%2Falways-lalisa%3Fmode%3Dwidget%26change%3D0%26language%3DVOSE,2026-09-21T09:17:45.870590+02:00
Sesión de Cortometrajes - Otoño 2026,Sesión de Cortometrajes - Otoño 2026 VM,2026,,Short,"Los CINES VERDI de Barcelona se suman al apoyo del cine español y al impulso del ámbito del cortometraje. Apostamos por el cortometraje como género propio y de su exhibición en salas de cine. En esta ocasión, podremos disfrutar el miércoles 14 de octubre de una sesión especial con una selección de cortometrajes para comenzar el otoño y arrancar un nuevo curso con diversas historias, temáticas y puntos de vista. Al finalizar tendremos un coloquio y análisis con el público y los directores/equipos. La sesión consta de CINCO obras de cine de corta duración: - VENCEJOS de Manu Arzá y Álvar Alonso (29 minutos) - LA PÉRDIDA de Raúl Monge (22 minutos) - A LA CARA de Javier Marco y Belén Sánchez-Arévalo (15 minutos) - ANTITERMITAS de Alex Rey (3,5 minutos) - EN TORONTO NO PASAN ESTAS COSAS de Manuel Orellana (15 minutos) Duración: 85 minutos",https://www.bizcochito.es/img/tt114520-es-pos.webp,,,,,,Cinemes Verdi + Verdi Park,2026-10-14T20:30:00+02:00,,es,,,6.0,published,"Lunes 5,90€; martes–viernes 8,50€; sábados, domingos y festivos 10€",https://barcelona.cines-verdi.com/sesion-de-cortometrajes-otono-2026,https://verdibcn.admit-one.eu/seats/220051/,2026-09-14T21:23:44.125000+02:00
